6.000000,9.000000
5.994000,8.982009
5.988000,8.964036
5.982000,8.946081
5.976000,8.928144
5.970000,8.910225
5.964000,8.892324
5.958000,8.874441
5.952000,8.856576
5.946000,8.838729
5.940000,8.820900
5.934000,8.803089
5.928000,8.785296
5.922000,8.767521
5.916000,8.749764
5.910000,8.732025
5.904000,8.714304
5.898000,8.696601
5.892000,8.678916
5.886000,8.661249
5.880000,8.643600
5.874000,8.625969
5.868000,8.608356
5.862000,8.590761
5.856000,8.573184
5.850000,8.555625
5.844000,8.538084
5.838000,8.520561
5.832000,8.503056
5.826000,8.485569
5.820000,8.468100
5.814000,8.450649
5.808000,8.433216
5.802000,8.415801
5.796000,8.398404
5.790000,8.381025
5.784000,8.363664
5.778000,8.346321
5.772000,8.328996
5.766000,8.311689
5.760000,8.294400
5.754000,8.277129
5.748000,8.259876
5.742000,8.242641
5.736000,8.225424
5.730000,8.208225
5.724000,8.191044
5.718000,8.173881
5.712000,8.156736
5.706000,8.139609
5.700000,8.122500
5.694000,8.105409
5.688000,8.088336
5.682000,8.071281
5.676000,8.054244
5.670000,8.037225
5.664000,8.020224
5.658000,8.003241
5.652000,7.986276
5.646000,7.969329
5.640000,7.952400
5.634000,7.935489
5.628000,7.918596
5.622000,7.901721
5.616000,7.884864
5.610000,7.868025
5.604000,7.851204
5.598000,7.834401
5.592000,7.817616
5.586000,7.800849
5.580000,7.784100
5.574000,7.767369
5.568000,7.750656
5.562000,7.733961
5.556000,7.717284
5.550000,7.700625
5.544000,7.683984
5.538000,7.667361
5.532000,7.650756
5.526000,7.634169
5.520000,7.617600
5.514000,7.601049
5.508000,7.584516
5.502000,7.568001
5.496000,7.551504
5.490000,7.535025
5.484000,7.518564
5.478000,7.502121
5.472000,7.485696
5.466000,7.469289
5.460000,7.452900
5.454000,7.436529
5.448000,7.420176
5.442000,7.403841
5.436000,7.387524
5.430000,7.371225
5.424000,7.354944
5.418000,7.338681
5.412000,7.322436
5.406000,7.306209
5.400000,7.290000
5.394000,7.273809
5.388000,7.257636
5.382000,7.241481
5.376000,7.225344
5.370000,7.209225
5.364000,7.193124
5.358000,7.177041
5.352000,7.160976
5.346000,7.144929
5.340000,7.128900
5.334000,7.112889
5.328000,7.096896
5.322000,7.080921
5.316000,7.064964
5.310000,7.049025
5.304000,7.033104
5.298000,7.017201
5.292000,7.001316
5.286000,6.985449
5.280000,6.969600
5.274000,6.953769
5.268000,6.937956
5.262000,6.922161
5.256000,6.906384
5.250000,6.890625
5.244000,6.874884
5.238000,6.859161
5.232000,6.843456
5.226000,6.827769
5.220000,6.812100
5.214000,6.796449
5.208000,6.780816
5.202000,6.765201
5.196000,6.749604
5.190000,6.734025
5.184000,6.718464
5.178000,6.702921
5.172000,6.687396
5.166000,6.671889
5.160000,6.656400
5.154000,6.640929
5.148000,6.625476
5.142000,6.610041
5.136000,6.594624
5.130000,6.579225
5.124000,6.563844
5.118000,6.548481
5.112000,6.533136
5.106000,6.517809
5.100000,6.502500
5.094000,6.487209
5.088000,6.471936
5.082000,6.456681
5.076000,6.441444
5.070000,6.426225
5.064000,6.411024
5.058000,6.395841
5.052000,6.380676
5.046000,6.365529
5.040000,6.350400
5.034000,6.335289
5.028000,6.320196
5.022000,6.305121
5.016000,6.290064
5.010000,6.275025
5.004000,6.260004
4.998000,6.245001
4.992000,6.230016
4.986000,6.215049
4.980000,6.200100
4.974000,6.185169
4.968000,6.170256
4.962000,6.155361
4.956000,6.140484
4.950000,6.125625
4.944000,6.110784
4.938000,6.095961
4.932000,6.081156
4.926000,6.066369
4.920000,6.051600
4.914000,6.036849
4.908000,6.022116
4.902000,6.007401
4.896000,5.992704
4.890000,5.978025
4.884000,5.963364
4.878000,5.948721
4.872000,5.934096
4.866000,5.919489
4.860000,5.904900
4.854000,5.890329
4.848000,5.875776
4.842000,5.861241
4.836000,5.846724
4.830000,5.832225
4.824000,5.817744
4.818000,5.803281
4.812000,5.788836
4.806000,5.774409
4.800000,5.760000
4.794000,5.745609
4.788000,5.731236
